id,type,description,source
EVID_03483,Hard Drive,Malware traces,Office search
EVID_03484,Database Dump,Deleted files recovery,Internal audit
EVID_03485,Mobile Phone,Financial records,Internal audit
EVID_03486,Server Image,Encrypted smartphone,Personal device
EVID_03487,Database Dump,Suspicious email chain,IT department
EVID_03488,USB Device,Unauthorized access logs,IT department
EVID_03489,Mobile Phone,Suspicious email chain,Law enforcement
EVID_03490,Database Dump,Bank transaction logs,Office search
EVID_03491,Server Image,Unauthorized access logs,Corporate network
EVID_03492,Laptop Image,Deleted files recovery,IT department
EVID_03493,Laptop Image,Forged documents,Law enforcement
EVID_03494,Laptop Image,Suspect laptop,Financial institution
EVID_03495,Mobile Phone,Deleted files recovery,IT department
EVID_03496,Mobile Phone,Suspicious email chain,IT department
EVID_03497,Network Logs,Encrypted smartphone,Office search
EVID_03498,Server Image,Suspicious email chain,IT department
EVID_03499,Mobile Phone,Suspicious email chain,Law enforcement
EVID_03500,Hard Drive,Forged documents,Personal device
EVID_03501,USB Device,External USB,Office search
EVID_03502,Database Dump,Encrypted smartphone,Law enforcement
EVID_03503,USB Device,Suspicious email chain,Law enforcement
EVID_03504,Mobile Phone,Bank transaction logs,IT department
EVID_03505,Mobile Phone,Forged documents,Internal audit
EVID_03506,Account Records,Suspect laptop,Cloud provider
EVID_03507,Account Records,Malware traces,Law enforcement
EVID_03508,Mobile Phone,Deleted files recovery,Law enforcement
EVID_03509,Database Dump,Suspect laptop,Financial institution
EVID_03510,Network Logs,External USB,Corporate network
EVID_03511,Server Image,Financial records,Law enforcement
EVID_03512,Mobile Phone,Forged documents,Financial institution
EVID_03513,Hard Drive,Bank transaction logs,Law enforcement
EVID_03514,Database Dump,Unauthorized access logs,Office search
EVID_03515,Hard Drive,Deleted files recovery,IT department
EVID_03516,Database Dump,Bank transaction logs,Financial institution
EVID_03517,Server Image,Malware traces,Internal audit
EVID_03518,Hard Drive,Financial records,Office search
EVID_03519,Email Logs,Suspect laptop,IT department
EVID_03520,USB Device,Malware traces,Law enforcement
EVID_03521,Email Logs,Forged documents,Internal audit
EVID_03522,Hard Drive,Forged documents,Office search
EVID_03523,USB Device,External USB,Personal device
EVID_03524,Hard Drive,Deleted files recovery,Financial institution
EVID_03525,Mobile Phone,Encrypted smartphone,Office search
EVID_03526,Email Logs,Financial records,Office search
EVID_03527,Email Logs,Encrypted smartphone,Cloud provider
EVID_03528,Database Dump,Deleted files recovery,IT department
EVID_03529,USB Device,External USB,Internal audit
EVID_03530,Hard Drive,Encrypted smartphone,Personal device
EVID_03531,Mobile Phone,Forged documents,Internal audit
EVID_03532,Email Logs,Unauthorized access logs,Internal audit
EVID_03533,Email Logs,Bank transaction logs,Cloud provider
EVID_03534,Hard Drive,Financial records,Personal device
EVID_03535,Email Logs,Unauthorized access logs,Cloud provider
EVID_03536,USB Device,Encrypted smartphone,Financial institution
EVID_03537,Email Logs,Deleted files recovery,Office search
EVID_03538,Server Image,Suspect laptop,IT department
EVID_03539,Server Image,Deleted files recovery,Office search
EVID_03540,Email Logs,Bank transaction logs,Personal device
EVID_03541,Cloud Storage,Deleted files recovery,Corporate network
EVID_03542,Cloud Storage,Financial records,Personal device
EVID_03543,Network Logs,Suspicious email chain,Law enforcement
EVID_03544,Mobile Phone,Suspicious email chain,Law enforcement
EVID_03545,Account Records,Suspicious email chain,Office search
EVID_03546,Hard Drive,Deleted files recovery,Financial institution
EVID_03547,USB Device,Suspicious email chain,IT department
EVID_03548,Account Records,Bank transaction logs,Internal audit
EVID_03549,Cloud Storage,Suspect laptop,Cloud provider
EVID_03550,Network Logs,Encrypted smartphone,Financial institution
EVID_03551,Cloud Storage,Malware traces,Cloud provider
EVID_03552,Server Image,Bank transaction logs,Law enforcement
EVID_03553,Database Dump,Bank transaction logs,Law enforcement
EVID_03554,Network Logs,Deleted files recovery,Cloud provider
EVID_03555,Database Dump,Unauthorized access logs,Corporate network
EVID_03556,Email Logs,Financial records,Internal audit
EVID_03557,Account Records,Forged documents,Cloud provider
EVID_03558,Network Logs,Suspect laptop,Internal audit
EVID_03559,Mobile Phone,External USB,Cloud provider
EVID_03560,Laptop Image,Suspicious email chain,Corporate network
EVID_03561,Network Logs,Suspect laptop,Internal audit
EVID_03562,Cloud Storage,Bank transaction logs,Personal device
EVID_03563,Email Logs,Bank transaction logs,Law enforcement
EVID_03564,USB Device,Forged documents,Law enforcement
EVID_03565,Cloud Storage,Bank transaction logs,Financial institution
EVID_03566,Network Logs,Malware traces,Personal device
EVID_03567,USB Device,Forged documents,Corporate network
EVID_03568,Laptop Image,Encrypted smartphone,IT department
EVID_03569,Hard Drive,Bank transaction logs,IT department
EVID_03570,Network Logs,Bank transaction logs,Law enforcement
EVID_03571,Network Logs,Deleted files recovery,Law enforcement
EVID_03572,Database Dump,Suspect laptop,Cloud provider
EVID_03573,Mobile Phone,Bank transaction logs,Personal device
EVID_03574,Database Dump,Deleted files recovery,Financial institution
EVID_03575,Network Logs,Financial records,Personal device
EVID_03576,Mobile Phone,Malware traces,Personal device
EVID_03577,Network Logs,Unauthorized access logs,Office search
EVID_03578,Server Image,Suspicious email chain,Personal device
EVID_03579,Email Logs,Suspicious email chain,Financial institution
EVID_03580,Account Records,Suspicious email chain,Cloud provider
EVID_03581,Email Logs,Forged documents,Corporate network
EVID_03582,Mobile Phone,Suspect laptop,Law enforcement
EVID_03583,Laptop Image,Suspect laptop,Office search
EVID_03584,Email Logs,External USB,Internal audit
EVID_03585,Laptop Image,Bank transaction logs,IT department
EVID_03586,Server Image,Malware traces,Cloud provider
EVID_03587,Mobile Phone,Encrypted smartphone,IT department
EVID_03588,Mobile Phone,Unauthorized access logs,Cloud provider
EVID_03589,Cloud Storage,External USB,Financial institution
EVID_03590,Laptop Image,Deleted files recovery,Personal device
EVID_03591,Server Image,External USB,Corporate network
EVID_03592,Email Logs,Unauthorized access logs,Personal device
EVID_03593,Hard Drive,Suspect laptop,IT department
EVID_03594,Cloud Storage,External USB,Personal device
EVID_03595,Server Image,Malware traces,Personal device
EVID_03596,Account Records,Financial records,Internal audit
EVID_03597,Database Dump,External USB,Corporate network
EVID_03598,Cloud Storage,Suspicious email chain,IT department
EVID_03599,Server Image,Financial records,Cloud provider
EVID_03600,Server Image,Forged documents,Cloud provider
EVID_03601,Network Logs,Deleted files recovery,Law enforcement
EVID_03602,Laptop Image,Unauthorized access logs,Cloud provider
EVID_03603,Mobile Phone,Suspicious email chain,Personal device
EVID_03604,Mobile Phone,External USB,Personal device
EVID_03605,Network Logs,Deleted files recovery,IT department
EVID_03606,Mobile Phone,Unauthorized access logs,Office search
EVID_03607,Hard Drive,Unauthorized access logs,Personal device
EVID_03608,Network Logs,Deleted files recovery,IT department
EVID_03609,Account Records,Malware traces,Corporate network
EVID_03610,Network Logs,Deleted files recovery,IT department
EVID_03611,Server Image,External USB,Law enforcement
EVID_03612,Laptop Image,Bank transaction logs,Financial institution
EVID_03613,Server Image,Deleted files recovery,Corporate network
EVID_03614,Email Logs,Bank transaction logs,Corporate network
EVID_03615,Email Logs,Bank transaction logs,Cloud provider
EVID_03616,USB Device,Malware traces,Internal audit
EVID_03617,Mobile Phone,Encrypted smartphone,Cloud provider
EVID_03618,Account Records,External USB,IT department
EVID_03619,Cloud Storage,Unauthorized access logs,Internal audit
EVID_03620,Account Records,Unauthorized access logs,IT department
EVID_03621,USB Device,External USB,Office search
EVID_03622,Hard Drive,Bank transaction logs,Corporate network
EVID_03623,Account Records,Malware traces,IT department
EVID_03624,Database Dump,Bank transaction logs,Corporate network
EVID_03625,Account Records,Malware traces,IT department
EVID_03626,Laptop Image,Suspect laptop,IT department
EVID_03627,Server Image,Deleted files recovery,IT department
EVID_03628,Hard Drive,Unauthorized access logs,Personal device
EVID_03629,Server Image,Unauthorized access logs,Cloud provider
EVID_03630,Email Logs,Deleted files recovery,Personal device
EVID_03631,Account Records,Bank transaction logs,Law enforcement
EVID_03632,Database Dump,External USB,Law enforcement
EVID_03633,Cloud Storage,Bank transaction logs,Internal audit
EVID_03634,Email Logs,Deleted files recovery,Law enforcement
EVID_03635,Cloud Storage,Financial records,Law enforcement
EVID_03636,Account Records,Deleted files recovery,IT department
EVID_03637,Mobile Phone,Malware traces,Financial institution
EVID_03638,Server Image,External USB,Office search
EVID_03639,Email Logs,Deleted files recovery,Corporate network
EVID_03640,Network Logs,Unauthorized access logs,Office search
EVID_03641,Server Image,Suspect laptop,Financial institution
EVID_03642,Server Image,Deleted files recovery,Office search
EVID_03643,Email Logs,Bank transaction logs,Financial institution
EVID_03644,Server Image,Suspect laptop,Law enforcement
EVID_03645,USB Device,Bank transaction logs,Internal audit
EVID_03646,USB Device,Deleted files recovery,Internal audit
EVID_03647,Account Records,Suspect laptop,Office search
EVID_03648,Cloud Storage,Suspect laptop,IT department
EVID_03649,Server Image,Forged documents,Office search
EVID_03650,Hard Drive,Unauthorized access logs,Financial institution
EVID_03651,Account Records,Encrypted smartphone,Financial institution
EVID_03652,Cloud Storage,Bank transaction logs,Office search
EVID_03653,Database Dump,Bank transaction logs,Personal device
EVID_03654,Network Logs,Suspect laptop,Corporate network
EVID_03655,Server Image,Suspect laptop,Personal device
EVID_03656,Network Logs,Bank transaction logs,Internal audit
EVID_03657,Network Logs,Financial records,Corporate network
EVID_03658,Laptop Image,Unauthorized access logs,Law enforcement
EVID_03659,Database Dump,Suspicious email chain,Office search
EVID_03660,Mobile Phone,Financial records,Internal audit
EVID_03661,Cloud Storage,External USB,Internal audit
EVID_03662,Database Dump,Forged documents,Cloud provider
EVID_03663,Email Logs,Suspicious email chain,Corporate network
EVID_03664,Account Records,Unauthorized access logs,Internal audit
EVID_03665,Account Records,Forged documents,Personal device
EVID_03666,USB Device,Deleted files recovery,Personal device
EVID_03667,Mobile Phone,External USB,Financial institution
EVID_03668,Hard Drive,Financial records,IT department
EVID_03669,Server Image,External USB,Personal device
EVID_03670,USB Device,Suspicious email chain,IT department
EVID_03671,Server Image,Suspicious email chain,Financial institution
EVID_03672,Account Records,External USB,Financial institution
EVID_03673,Mobile Phone,Unauthorized access logs,IT department
EVID_03674,Server Image,Forged documents,Cloud provider
EVID_03675,Hard Drive,Bank transaction logs,Personal device
EVID_03676,Account Records,External USB,Internal audit
EVID_03677,Hard Drive,Deleted files recovery,Personal device
EVID_03678,USB Device,Encrypted smartphone,Law enforcement
EVID_03679,Mobile Phone,Forged documents,Personal device
EVID_03680,Laptop Image,External USB,Personal device
EVID_03681,Mobile Phone,Suspicious email chain,Financial institution
EVID_03682,Cloud Storage,External USB,Office search
EVID_03683,Account Records,Financial records,Cloud provider
EVID_03684,Hard Drive,Encrypted smartphone,Law enforcement
EVID_03685,Cloud Storage,Unauthorized access logs,IT department
EVID_03686,Email Logs,Bank transaction logs,Financial institution
EVID_03687,Cloud Storage,Suspicious email chain,Internal audit
EVID_03688,Laptop Image,Deleted files recovery,IT department
EVID_03689,Mobile Phone,External USB,IT department
EVID_03690,Email Logs,Suspect laptop,Financial institution
EVID_03691,Server Image,Suspicious email chain,Financial institution
EVID_03692,Hard Drive,Encrypted smartphone,Internal audit
EVID_03693,Mobile Phone,Forged documents,Financial institution
EVID_03694,Account Records,Suspicious email chain,Corporate network
EVID_03695,Email Logs,External USB,Personal device
EVID_03696,Email Logs,Deleted files recovery,Internal audit
EVID_03697,Cloud Storage,Deleted files recovery,IT department
EVID_03698,Account Records,External USB,Financial institution
EVID_03699,Hard Drive,Suspicious email chain,Office search
EVID_03700,Database Dump,Encrypted smartphone,Corporate network
EVID_03701,Email Logs,External USB,Financial institution
EVID_03702,Cloud Storage,Forged documents,Office search
EVID_03703,Server Image,Forged documents,Office search
EVID_03704,Mobile Phone,External USB,Internal audit
EVID_03705,Hard Drive,Deleted files recovery,Corporate network
EVID_03706,Hard Drive,Malware traces,Law enforcement
EVID_03707,Email Logs,Suspicious email chain,Cloud provider
EVID_03708,Mobile Phone,Bank transaction logs,Cloud provider
EVID_03709,Email Logs,Malware traces,Cloud provider
EVID_03710,Network Logs,Encrypted smartphone,Financial institution
EVID_03711,Database Dump,External USB,Cloud provider
EVID_03712,Laptop Image,Financial records,Law enforcement
EVID_03713,Server Image,Encrypted smartphone,Personal device
EVID_03714,Laptop Image,Bank transaction logs,Financial institution
